name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
alexandria virgina,8/7/2023,31.1,22.6,25.4,36.9,22.6,26.7,22.4,83.9,9.687,100,16.67,rain,0,0,79.9,54.2,200.9,1010,86.1,15.5,205.3,17.8,10,60,6:14:32,20:12:54,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KDAA,KADW,74594013705"
alexandria virgina,8/8/2023,29.8,22.1,25.5,29.7,22.1,25.5,17.1,62.8,11.773,100,8.33,rain,0,0,58.9,37.2,284.3,1008.1,51.9,15.5,308.4,26.7,10,10,6:15:26,20:11:44,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/9/2023,29.8,21.1,25.9,30.6,21.1,26.2,16.8,57.8,0,0,0,,0,0,38.9,20.7,274.3,1010.6,36.5,16,312.4,27,10,10,6:16:20,20:10:33,0.77,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/10/2023,28.2,23,25.2,30.2,23,25.8,20.7,76.2,2.792,100,8.33,rain,0,0,58.8,24.2,217.4,1006.2,76.3,15.4,120.4,10.4,5,30,6:17:14,20:09:22,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/11/2023,30.4,20.6,25.8,30.9,20.6,26.3,18.3,64.3,0,0,0,,0,0,31.7,14.3,230.1,1010.2,53.5,15.8,257.8,22.4,9,10,6:18:08,20:08:08,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/12/2023,32.6,22.8,27.1,34.2,22.8,28.7,21.1,70.7,0,0,0,,0,0,37.1,23.7,183.2,1011.8,60.2,15.9,240.8,20.8,9,30,6:19:02,20:06:54,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/13/2023,32.8,25.1,28.7,34,25.1,29.8,19.9,61,0,0,0,,0,0,40.7,25.3,328.9,1012.9,64.3,16,255.1,22,9,10,6:19:56,20:05:39,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/14/2023,32.6,22.8,26.7,37.4,22.8,27.7,21.4,74.5,11.86,100,12.5,rain,0,0,92.5,20.8,151.1,1013.4,75.7,15.4,229.7,19.8,10,30,6:20:50,20:04:22,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/15/2023,31.1,24.7,26.8,36.8,24.7,28,23,80.3,10.097,100,20.83,rain,0,0,37.1,20.5,209.1,1008.4,74.8,15,182.7,15.6,8,30,6:21:44,20:03:05,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/16/2023,30.4,21.4,26,31,21.4,26.3,17.6,60.8,0.026,100,4.17,rain,0,0,29.5,17.8,333.9,1013,55.7,16,217,18.7,9,10,6:22:38,20:01:46,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/17/2023,31.8,21.6,26.8,35.2,21.6,28.3,20.7,70.7,0,0,0,,0,0,24.1,19.5,163.7,1012,56.2,15.9,321.6,27.6,10,30,6:23:32,20:00:27,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/18/2023,28.8,22.3,25.7,29.8,22.3,25.7,16.4,60,0.026,100,4.17,rain,0,0,46.4,25.5,309.3,1009.8,55.1,15.9,300.2,26,10,30,6:24:27,19:59:06,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/19/2023,28.3,17.1,22.8,27.5,17.1,22.7,11.6,50.6,0,0,0,,0,0,33.5,16.9,277,1017.7,13.5,16,306.8,26.3,10,10,6:25:21,19:57:44,0.11,Clear,Clear conditions throughout the day.,clear-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/20/2023,30.6,18.6,24.7,31.1,18.6,25,17.2,64.6,0,0,0,,0,0,22.3,18.9,171.7,1019.7,18.3,16,291.5,25,9,10,6:26:15,19:56:22,0.15,Clear,Clear conditions throughout the day.,clear-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/21/2023,32.7,22.3,27.5,35,22.3,28.6,20.3,67.1,0,0,0,,0,0,29.5,16.8,331.7,1018.4,71.1,15.9,217.4,18.9,10,10,6:27:09,19:54:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/22/2023,28.6,22.3,25.7,27.9,22.3,25.6,16,58,0,0,0,,0,0,60.8,24.6,10.1,1018.2,63.8,15.7,276.5,23.8,9,10,6:28:03,19:53:34,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/23/2023,27.9,17.2,23.1,27.3,17.2,23,14.3,59.7,0,0,0,,0,0,16.6,20.4,143.8,1019.5,43.2,16,298.5,25.7,10,10,6:28:56,19:52:09,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/24/2023,27,21.4,24,28.5,21.4,24.1,17.3,66.4,0,0,0,,0,0,33.5,21.9,177,1015.8,88.6,16,134.4,11.6,6,10,6:29:50,19:50:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/25/2023,33.3,23.5,27,37,23.5,28.3,21.3,72.3,10.77,100,12.5,rain,0,0,70.2,27.6,182.7,1011.1,78.3,15.8,227.5,19.7,9,30,6:30:44,19:49:17,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/26/2023,32.7,23.8,28.1,35.2,23.8,29.5,21.6,70.2,0.026,100,4.17,rain,0,0,31.7,23.4,356.4,1010.2,52.4,15.8,202.8,17.6,7,30,6:31:38,19:47:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/27/2023,30.8,23.4,26.9,32.4,23.4,27.5,19,62.9,0,0,0,,0,0,18.4,22,69.9,1012.4,75.9,16,202.1,17.4,10,10,6:32:31,19:46:22,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/28/2023,25.4,23,24.2,25.4,23,24.2,20.7,81.1,0.276,100,12.5,rain,0,0,20.5,16.6,79.7,1014.7,85.5,16,65.4,5.7,2,10,6:33:25,19:44:53,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/29/2023,27.1,22.7,24.6,29.2,22.7,24.7,21.7,84.3,0.18,100,20.83,rain,0,0,38.9,20.7,54,1012.7,93.9,14.9,92.6,8.1,4,10,6:34:19,19:43:23,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/30/2023,29.9,23.7,26.2,30.2,23.7,26.2,18.1,64.5,0,0,0,,0,0,37.1,25.3,322.1,1008.5,81.3,15.8,219.5,18.9,10,10,6:35:12,19:41:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
alexandria virgina,8/31/2023,27.9,19.1,23.1,26.9,19.1,22.9,11.6,50.2,0,0,0,,0,0,44.2,29.2,14.7,1013.7,48.4,16,288.3,25.1,10,10,6:36:06,19:40:23,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C6294,72405013743,KDCA,72403793728,KADW,KDAA,74594013705"
